attack_type,variant,blend_ratio,dr_mean,dr_std
bulk_export,ens_full,0.0,0.0,0.0
bulk_export,ens_full,0.05,0.06666666666666667,0.09128709291752768
bulk_export,ens_full,0.1,0.8666666666666666,0.13944333775567927
bulk_export,ens_full,0.2,0.8666666666666666,0.13944333775567927
bulk_export,ens_full,0.3,0.9666666666666666,0.07453559924999298
bulk_export,ens_full,0.5,1.0,0.0
bulk_export,ens_full,0.7,1.0,0.0
bulk_export,ens_full,1.0,1.0,0.0
bulk_export,ens_minus_ctx,0.0,0.0,0.0
bulk_export,ens_minus_ctx,0.05,0.06666666666666667,0.09128709291752768
bulk_export,ens_minus_ctx,0.1,0.8666666666666666,0.13944333775567927
bulk_export,ens_minus_ctx,0.2,0.8666666666666666,0.13944333775567927
bulk_export,ens_minus_ctx,0.3,0.9666666666666666,0.07453559924999298
bulk_export,ens_minus_ctx,0.5,1.0,0.0
bulk_export,ens_minus_ctx,0.7,1.0,0.0
bulk_export,ens_minus_ctx,1.0,1.0,0.0
bulk_export,ens_minus_freq,0.0,0.0,0.0
bulk_export,ens_minus_freq,0.05,0.06666666666666667,0.09128709291752768
bulk_export,ens_minus_freq,0.1,0.8666666666666666,0.13944333775567927
bulk_export,ens_minus_freq,0.2,0.8666666666666666,0.13944333775567927
bulk_export,ens_minus_freq,0.3,0.9666666666666666,0.07453559924999298
bulk_export,ens_minus_freq,0.5,1.0,0.0
bulk_export,ens_minus_freq,0.7,1.0,0.0
bulk_export,ens_minus_freq,1.0,1.0,0.0
bulk_export,ens_minus_scalars,0.0,0.0,0.0
bulk_export,ens_minus_scalars,0.05,0.0,0.0
bulk_export,ens_minus_scalars,0.1,0.0,0.0
bulk_export,ens_minus_scalars,0.2,0.03333333333333333,0.07453559924999298
bulk_export,ens_minus_scalars,0.3,0.1,0.09128709291752768
bulk_export,ens_minus_scalars,0.5,0.06666666666666667,0.09128709291752768
bulk_export,ens_minus_scalars,0.7,0.03333333333333333,0.07453559924999298
bulk_export,ens_minus_scalars,1.0,0.0,0.0
bulk_export,ens_minus_seq,0.0,0.0,0.0
bulk_export,ens_minus_seq,0.05,0.06666666666666667,0.09128709291752768
bulk_export,ens_minus_seq,0.1,0.8666666666666666,0.13944333775567927
bulk_export,ens_minus_seq,0.2,0.8666666666666666,0.13944333775567927
bulk_export,ens_minus_seq,0.3,0.9666666666666666,0.07453559924999298
bulk_export,ens_minus_seq,0.5,1.0,0.0
bulk_export,ens_minus_seq,0.7,1.0,0.0
bulk_export,ens_minus_seq,1.0,1.0,0.0
bulk_export,ens_minus_trans,0.0,0.0,0.0
bulk_export,ens_minus_trans,0.05,0.06666666666666667,0.09128709291752768
bulk_export,ens_minus_trans,0.1,0.8666666666666666,0.13944333775567927
bulk_export,ens_minus_trans,0.2,0.8666666666666666,0.13944333775567927
bulk_export,ens_minus_trans,0.3,0.9666666666666666,0.07453559924999298
bulk_export,ens_minus_trans,0.5,1.0,0.0
bulk_export,ens_minus_trans,0.7,1.0,0.0
bulk_export,ens_minus_trans,1.0,1.0,0.0
project_scan,ens_full,0.0,0.0,0.0
project_scan,ens_full,0.05,0.13333333333333333,0.2173067468400883
project_scan,ens_full,0.1,0.9,0.149071198499986
project_scan,ens_full,0.2,1.0,0.0
project_scan,ens_full,0.3,0.9333333333333333,0.09128709291752765
project_scan,ens_full,0.5,0.9666666666666666,0.07453559924999298
project_scan,ens_full,0.7,1.0,0.0
project_scan,ens_full,1.0,1.0,0.0
project_scan,ens_minus_ctx,0.0,0.0,0.0
project_scan,ens_minus_ctx,0.05,0.13333333333333333,0.2173067468400883
project_scan,ens_minus_ctx,0.1,0.9,0.149071198499986
project_scan,ens_minus_ctx,0.2,1.0,0.0
project_scan,ens_minus_ctx,0.3,0.9333333333333333,0.09128709291752765
project_scan,ens_minus_ctx,0.5,0.9666666666666666,0.07453559924999298
project_scan,ens_minus_ctx,0.7,1.0,0.0
project_scan,ens_minus_ctx,1.0,1.0,0.0
project_scan,ens_minus_freq,0.0,0.0,0.0
project_scan,ens_minus_freq,0.05,0.13333333333333333,0.2173067468400883
project_scan,ens_minus_freq,0.1,0.9,0.149071198499986
project_scan,ens_minus_freq,0.2,1.0,0.0
project_scan,ens_minus_freq,0.3,0.9333333333333333,0.09128709291752765
project_scan,ens_minus_freq,0.5,0.9666666666666666,0.07453559924999298
project_scan,ens_minus_freq,0.7,1.0,0.0
project_scan,ens_minus_freq,1.0,1.0,0.0
project_scan,ens_minus_scalars,0.0,0.0,0.0
project_scan,ens_minus_scalars,0.05,0.0,0.0
project_scan,ens_minus_scalars,0.1,0.0,0.0
project_scan,ens_minus_scalars,0.2,0.13333333333333333,0.13944333775567924
project_scan,ens_minus_scalars,0.3,0.1,0.14907119849998596
project_scan,ens_minus_scalars,0.5,0.16666666666666666,0.16666666666666666
project_scan,ens_minus_scalars,0.7,0.06666666666666667,0.09128709291752768
project_scan,ens_minus_scalars,1.0,0.06666666666666667,0.09128709291752768
project_scan,ens_minus_seq,0.0,0.0,0.0
project_scan,ens_minus_seq,0.05,0.13333333333333333,0.2173067468400883
project_scan,ens_minus_seq,0.1,0.9,0.149071198499986
project_scan,ens_minus_seq,0.2,1.0,0.0
project_scan,ens_minus_seq,0.3,0.9333333333333333,0.09128709291752765
project_scan,ens_minus_seq,0.5,0.9666666666666666,0.07453559924999298
project_scan,ens_minus_seq,0.7,1.0,0.0
project_scan,ens_minus_seq,1.0,1.0,0.0
project_scan,ens_minus_trans,0.0,0.0,0.0
project_scan,ens_minus_trans,0.05,0.13333333333333333,0.2173067468400883
project_scan,ens_minus_trans,0.1,0.9,0.149071198499986
project_scan,ens_minus_trans,0.2,1.0,0.0
project_scan,ens_minus_trans,0.3,0.9333333333333333,0.09128709291752765
project_scan,ens_minus_trans,0.5,0.9666666666666666,0.07453559924999298
project_scan,ens_minus_trans,0.7,1.0,0.0
project_scan,ens_minus_trans,1.0,1.0,0.0
source_copy,ens_full,0.0,0.0,0.0
source_copy,ens_full,0.05,0.06666666666666667,0.09128709291752768
source_copy,ens_full,0.1,0.8333333333333334,0.11785113019775792
source_copy,ens_full,0.2,0.9333333333333333,0.09128709291752765
source_copy,ens_full,0.3,0.9333333333333333,0.09128709291752764
source_copy,ens_full,0.5,0.7333333333333334,0.14907119849998604
source_copy,ens_full,0.7,0.7333333333333334,0.149071198499986
source_copy,ens_full,1.0,0.03333333333333333,0.07453559924999298
source_copy,ens_minus_ctx,0.0,0.0,0.0
source_copy,ens_minus_ctx,0.05,0.06666666666666667,0.09128709291752768
source_copy,ens_minus_ctx,0.1,0.8333333333333334,0.11785113019775792
source_copy,ens_minus_ctx,0.2,0.9333333333333333,0.09128709291752765
source_copy,ens_minus_ctx,0.3,0.9333333333333333,0.09128709291752764
source_copy,ens_minus_ctx,0.5,0.7333333333333334,0.14907119849998604
source_copy,ens_minus_ctx,0.7,0.7333333333333334,0.149071198499986
source_copy,ens_minus_ctx,1.0,0.03333333333333333,0.07453559924999298
source_copy,ens_minus_freq,0.0,0.0,0.0
source_copy,ens_minus_freq,0.05,0.06666666666666667,0.09128709291752768
source_copy,ens_minus_freq,0.1,0.8333333333333334,0.11785113019775792
source_copy,ens_minus_freq,0.2,0.9333333333333333,0.09128709291752765
source_copy,ens_minus_freq,0.3,0.9,0.14907119849998599
source_copy,ens_minus_freq,0.5,0.7333333333333334,0.14907119849998604
source_copy,ens_minus_freq,0.7,0.7333333333333334,0.149071198499986
source_copy,ens_minus_freq,1.0,0.0,0.0
source_copy,ens_minus_scalars,0.0,0.0,0.0
source_copy,ens_minus_scalars,0.05,0.0,0.0
source_copy,ens_minus_scalars,0.1,0.0,0.0
source_copy,ens_minus_scalars,0.2,0.1,0.09128709291752768
source_copy,ens_minus_scalars,0.3,0.26666666666666666,0.22360679774997896
source_copy,ens_minus_scalars,0.5,0.1,0.14907119849998596
source_copy,ens_minus_scalars,0.7,0.03333333333333333,0.07453559924999298
source_copy,ens_minus_scalars,1.0,0.03333333333333333,0.07453559924999298
source_copy,ens_minus_seq,0.0,0.0,0.0
source_copy,ens_minus_seq,0.05,0.06666666666666667,0.09128709291752768
source_copy,ens_minus_seq,0.1,0.8333333333333334,0.11785113019775792
source_copy,ens_minus_seq,0.2,0.9333333333333333,0.09128709291752765
source_copy,ens_minus_seq,0.3,0.9333333333333333,0.09128709291752764
source_copy,ens_minus_seq,0.5,0.7333333333333334,0.14907119849998604
source_copy,ens_minus_seq,0.7,0.7333333333333334,0.149071198499986
source_copy,ens_minus_seq,1.0,0.03333333333333333,0.07453559924999298
source_copy,ens_minus_trans,0.0,0.0,0.0
source_copy,ens_minus_trans,0.05,0.06666666666666667,0.09128709291752768
source_copy,ens_minus_trans,0.1,0.8333333333333334,0.11785113019775792
source_copy,ens_minus_trans,0.2,0.9333333333333333,0.09128709291752765
source_copy,ens_minus_trans,0.3,0.9333333333333333,0.09128709291752764
source_copy,ens_minus_trans,0.5,0.7333333333333334,0.14907119849998604
source_copy,ens_minus_trans,0.7,0.7333333333333334,0.149071198499986
source_copy,ens_minus_trans,1.0,0.03333333333333333,0.07453559924999298
